function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,60,1.000,10.325,3775146.667,nan,1,0,6585692,nmap,0,1.000,0.087,6233088.000,nan,1,0,0,env,80,1.000,13.237,3861981.867,nan,2,0,5933883,66.533,125.883,5808666624.000,5807790080.000,26.995,26.990,nan,nan,30,0
shasum,60,1.000,10.009,11432277.333,nan,1,0,6538295,nmap,0,1.000,0.103,6614186.667,nan,1,0,0,env,80,1.000,12.660,3446869.333,nan,1,0,5952846,63.333,121.100,5804326912.000,5795945984.000,26.978,26.942,nan,nan,30,0
shasum,60,1.000,9.343,3488256.000,nan,2,0,6505827,nmap,0,1.000,0.093,7061674.667,nan,1,0,0,env,80,1.000,12.106,14469632.000,nan,2,0,6003585,63.933,118.817,5804906496.000,5791930880.000,26.981,26.928,nan,nan,30,0
shasum,60,1.000,9.809,11815862.857,nan,1,0,6336682,nmap,0,1.000,0.123,6550654.781,nan,1,0,0,env,100,1.000,13.842,14570018.133,nan,1,0,5632706,61.533,128.017,5771245568.000,5760981504.000,26.848,26.805,nan,nan,25,0
shasum,60,1.000,10.033,3717290.667,nan,2,0,6439513,nmap,0,1.000,0.088,5444096.000,nan,1,0,0,env,100,1.000,15.570,14427477.333,nan,1,0,5661725,63.800,127.417,5793501184.000,5785767936.000,26.937,26.904,nan,nan,30,0
shasum,60,1.000,9.398,11495253.333,nan,2,0,6340981,nmap,0,1.000,0.105,5486421.333,nan,1,0,0,env,100,1.000,14.785,3666978.133,nan,2,0,5672962,62.667,122.167,5786202112.000,5786887168.000,26.910,26.909,nan,nan,30,0
shasum,60,1.000,8.646,11485013.333,nan,2,0,6430265,nmap,0,1.000,0.090,5443584.000,nan,1,0,0,env,120,1.000,15.642,14549162.667,nan,2,0,5345421,61.733,123.283,5801521152.000,5794807808.000,26.971,26.942,nan,nan,30,0
shasum,60,1.000,9.204,11463168.000,nan,1,0,5854768,nmap,0,1.000,0.082,5530965.333,nan,1,0,0,env,120,1.000,18.736,14405558.857,nan,1,0,5221312,63.800,131.200,5828132864.000,5822051328.000,27.081,27.056,nan,nan,25,0
shasum,60,1.000,9.532,4001024.000,nan,2,0,6328237,nmap,0,1.000,0.083,5682176.000,nan,1,0,0,env,120,1.000,17.632,14598997.333,nan,1,0,5471186,62.867,129.167,5809471488.000,5795937280.000,27.004,26.947,nan,nan,30,0
shasum,60,1.000,8.448,4079786.667,nan,2,0,5985119,nmap,0,1.000,0.100,5725525.333,nan,1,0,0,env,140,1.000,18.166,14401024.000,nan,2,0,5131474,61.467,127.217,5809330176.000,5801270272.000,27.004,26.969,nan,nan,30,0
shasum,60,1.000,8.885,11456073.143,nan,1,0,5840278,nmap,0,1.000,0.095,5780650.667,nan,1,0,0,env,140,1.000,18.412,14528853.333,nan,1,0,5053658,61.000,132.117,5806295040.000,5797419520.000,26.991,26.954,nan,nan,25,0
shasum,60,1.000,8.835,11767808.000,nan,2,0,5818496,nmap,0,1.000,0.101,5828266.667,nan,1,0,0,env,140,1.000,19.256,14559232.000,nan,1,0,5026436,59.467,128.400,5801836544.000,5793406976.000,26.974,26.938,nan,nan,30,0
shasum,60,1.000,7.956,11448320.000,nan,2,0,5711470,nmap,0,1.000,0.094,5724672.000,nan,1,0,0,env,160,1.000,19.791,14523733.333,nan,2,0,4865680,59.733,128.333,5800751104.000,5794853888.000,26.972,26.946,nan,nan,30,0
shasum,60,1.000,7.324,11319296.000,nan,2,0,5799858,nmap,0,1.000,0.089,5770873.905,nan,1,0,0,env,160,1.000,19.983,3990219.175,nan,2,0,4991891,62.400,124.850,5802588160.000,5793337856.000,26.980,26.940,nan,nan,30,0
shasum,60,1.000,8.715,11373568.000,nan,1,0,5858662,nmap,0,1.000,0.090,5854208.000,nan,1,0,0,env,160,1.000,23.231,3593779.200,nan,1,0,5002993,61.867,135.783,5817475072.000,5817161728.000,27.042,27.036,nan,nan,25,0
shasum,60,1.000,8.176,11453440.000,nan,2,0,5636410,nmap,0,1.000,0.095,5914648.381,nan,1,0,0,env,180,1.000,21.589,14564522.667,nan,2,0,4700075,61.533,132.050,5813178368.000,5805481984.000,26.991,26.957,nan,nan,30,0
shasum,60,1.000,7.531,11443882.667,nan,2,0,5512927,nmap,0,1.000,0.084,5925546.667,nan,1,0,0,env,180,1.000,20.147,14536874.667,nan,2,0,4586559,61.133,129.700,5816217600.000,5811761152.000,27.003,26.982,nan,nan,30,0
shasum,60,1.000,8.351,11472930.133,nan,1,0,5597394,nmap,0,1.000,0.085,5939765.638,nan,1,0,0,env,180,1.000,19.677,14522368.000,nan,1,0,4661308,62.067,137.717,5824796672.000,5816570368.000,27.038,27.003,nan,nan,25,0
shasum,60,1.000,7.934,11421525.333,nan,1,0,5427057,nmap,0,1.000,0.093,5843456.000,nan,1,0,0,env,200,1.000,23.832,14373376.000,nan,1,0,4572235,62.867,138.800,5830502400.000,5818861056.000,27.062,27.013,nan,nan,30,0
shasum,60,1.000,7.531,11420160.000,nan,2,0,5342368,nmap,0,1.000,0.094,5900117.333,nan,1,0,0,env,200,1.000,22.485,3728725.333,nan,2,0,4521366,62.200,134.350,5818896384.000,5817255936.000,26.999,26.981,nan,nan,30,0
shasum,60,1.000,7.144,11399509.333,nan,2,0,5417926,nmap,0,1.000,0.085,5935786.667,nan,1,0,0,env,200,1.000,21.062,3756748.800,nan,2,0,4498535,59.713,129.772,5830227968.000,5819799552.000,27.028,26.984,nan,nan,30,0
shasum,60,1.000,10.086,11420330.667,nan,1,0,6445100,nmap,20,1.000,84.563,13186984.229,nan,1,0,96609710,env,0,1.000,1.410,14595072.000,nan,1,0,0,61.067,173.783,5831147520.000,5826799104.000,27.033,27.017,nan,nan,25,0
shasum,60,1.000,9.934,11545088.000,nan,1,0,6683171,nmap,20,1.000,89.121,4043093.333,nan,2,0,100842582,env,0,1.000,0.098,14589952.000,nan,1,0,0,62.333,169.900,5832843264.000,5823078400.000,27.049,27.009,nan,nan,30,0
shasum,60,1.000,9.388,3862357.333,nan,2,0,6548713,nmap,20,1.000,84.112,3768661.333,nan,2,0,95361619,env,0,1.000,0.091,12772522.667,nan,1,0,0,64.667,165.933,5815316480.000,5813508096.000,26.981,26.973,nan,nan,30,0
shasum,60,1.000,7.742,11484091.733,nan,2,0,6450709,nmap,20,1.000,80.763,3860004.571,nan,2,0,99246686,env,20,1.000,2.848,13351936.000,nan,2,0,6777973,63.067,164.367,5816637440.000,5812815360.000,26.987,26.970,nan,nan,30,0
shasum,60,1.000,9.426,11474188.190,nan,1,0,6317082,nmap,20,1.000,90.305,4032938.667,nan,1,0,96101418,env,20,1.000,3.358,3928064.000,nan,1,0,6471064,65.933,179.917,5835081728.000,5824762368.000,27.067,27.022,nan,nan,25,0
shasum,60,1.000,9.045,3657813.333,nan,1,0,6551270,nmap,20,1.000,86.278,4068181.333,nan,2,0,102847056,env,20,1.000,2.957,14456832.000,nan,2,0,6175614,65.800,174.317,5836158976.000,5827542528.000,27.072,27.034,nan,nan,30,0
shasum,60,1.000,8.103,11399168.000,nan,2,0,6333986,nmap,20,1.000,83.373,3597824.000,nan,2,0,104545164,env,40,1.000,5.539,3573418.667,nan,2,0,6259737,64.067,173.017,5841895424.000,5831921152.000,27.097,27.053,nan,nan,30,0
shasum,60,1.000,7.760,11713638.400,nan,1,0,6079961,nmap,20,1.000,86.093,3561728.000,nan,1,0,101667739,env,40,1.000,6.308,14450151.619,nan,1,0,6275028,66.533,188.783,5844965376.000,5840087552.000,27.109,27.087,nan,nan,25,0
shasum,60,1.000,8.807,4006229.333,nan,1,0,6234019,nmap,20,1.000,90.368,3980458.667,nan,1,0,99320977,env,40,1.000,6.220,3513770.667,nan,1,0,6514516,67.000,183.817,5870716928.000,5863748608.000,27.214,27.183,nan,nan,30,0
shasum,60,1.000,7.914,11728896.000,nan,1,0,5997876,nmap,20,1.000,87.462,3740672.000,nan,2,0,103383065,env,60,1.000,7.808,3874884.267,nan,2,0,5753610,64.200,181.200,5876289536.000,5861124096.000,27.235,27.172,nan,nan,30,0
shasum,60,1.000,7.532,11519488.000,nan,2,0,5807244,nmap,20,1.000,79.884,3798408.533,nan,2,0,102746982,env,60,1.000,7.443,14624426.667,nan,2,0,5430826,64.333,173.850,5879097344.000,5870986752.000,27.248,27.212,nan,nan,30,0
shasum,60,1.000,8.257,11431219.200,nan,1,0,5882070,nmap,20,1.000,91.163,3839744.000,nan,1,0,103690429,env,60,1.000,8.130,3687082.667,nan,1,0,5545197,65.533,189.167,5880023040.000,5873334784.000,27.254,27.224,nan,nan,25,0
shasum,60,1.000,7.810,11386709.333,nan,1,0,5920631,nmap,20,1.000,87.714,3845120.000,nan,2,0,102455487,env,80,1.000,9.953,14447104.000,nan,1,0,5356220,65.000,186.617,5892896768.000,5879168000.000,27.303,27.246,nan,nan,30,0
shasum,60,1.000,7.377,11403776.000,nan,2,0,6045955,nmap,20,1.000,82.447,4001877.333,nan,2,0,105606194,env,80,1.000,9.603,14394197.333,nan,2,0,5561450,66.267,181.917,5892270080.000,5875911680.000,27.301,27.233,nan,nan,30,0
shasum,60,1.000,7.264,11597243.733,nan,1,0,5906194,nmap,20,1.000,85.633,3661312.000,nan,1,0,101778711,env,80,1.000,9.570,3572472.686,nan,1,0,5503012,65.867,197.133,5868765184.000,5858265088.000,27.210,27.165,nan,nan,25,0
shasum,60,1.000,7.720,11407189.333,nan,1,0,5885143,nmap,20,1.000,90.276,3869866.667,nan,1,0,106399381,env,100,1.000,12.329,14383104.000,nan,1,0,5151128,66.333,192.367,5873631232.000,5862106624.000,27.230,27.181,nan,nan,30,0
shasum,60,1.000,7.350,11366741.333,nan,2,0,5972731,nmap,20,1.000,84.559,4016384.000,nan,2,0,104777719,env,100,1.000,11.463,14372693.333,nan,2,0,5292826,68.133,187.067,5878065152.000,5865434624.000,27.250,27.196,nan,nan,30,0
shasum,60,1.000,6.818,3544576.000,nan,2,0,5952932,nmap,20,1.000,80.691,3858773.333,nan,2,0,106520321,env,100,1.000,10.922,3923200.000,nan,2,0,5251749,65.333,180.033,5879578624.000,5871732224.000,27.258,27.223,nan,nan,30,0
shasum,60,1.000,7.074,3780505.600,nan,1,0,5782965,nmap,20,1.000,85.176,3551061.333,nan,1,0,109354965,env,120,1.000,13.949,3397888.000,nan,1,0,5033552,65.533,198.117,5868994560.000,5860786688.000,27.216,27.180,nan,nan,25,0
shasum,60,1.000,7.135,11404458.667,nan,1,0,5904423,nmap,20,1.000,87.594,3683840.000,nan,1,0,105527024,env,120,1.000,13.503,14499840.000,nan,2,0,5189287,67.267,194.000,5870774272.000,5860609024.000,27.227,27.182,nan,nan,30,0
shasum,60,1.000,6.682,3715584.000,nan,2,0,5818154,nmap,20,1.000,83.386,4002986.667,nan,2,0,108226338,env,120,1.000,12.284,14385322.667,nan,2,0,5015336,64.467,184.550,5880446976.000,5866977792.000,27.263,27.205,nan,nan,30,0
shasum,60,1.000,6.092,11456321.829,nan,1,0,5668965,nmap,20,1.000,80.040,3431726.324,nan,1,0,105119969,env,140,1.000,14.409,14525440.000,nan,1,0,4871182,67.400,205.050,5885614080.000,5884623360.000,27.284,27.277,nan,nan,25,0
shasum,60,1.000,7.195,11396778.667,nan,1,0,5954366,nmap,20,1.000,90.904,3688277.333,nan,1,0,105524250,env,140,1.000,15.327,3809962.667,nan,1,0,5074830,66.133,197.883,5911091200.000,5896292864.000,27.386,27.324,nan,nan,30,0
shasum,60,1.000,6.742,11533482.667,nan,2,0,5796946,nmap,20,1.000,84.566,3528021.333,nan,2,0,110951638,env,140,1.000,14.422,14489941.333,nan,2,0,5016251,64.267,191.167,5913042944.000,5898278912.000,27.394,27.333,nan,nan,30,0
shasum,60,1.000,6.117,3560806.400,nan,2,0,5653698,nmap,20,1.000,80.787,3757909.333,nan,2,0,108323570,env,160,1.000,14.694,14637738.667,nan,2,0,4940819,64.533,184.183,5894193152.000,5880451584.000,27.321,27.263,nan,nan,30,0
shasum,60,1.000,6.669,11635370.667,nan,1,0,5752063,nmap,20,1.000,88.616,4956842.667,nan,1,0,107358056,env,160,1.000,16.831,14465365.333,nan,1,0,4965003,64.000,198.067,5912770560.000,5907679744.000,27.404,27.380,nan,nan,25,0
shasum,60,1.000,6.265,4216064.000,nan,2,0,5657223,nmap,20,1.000,84.671,3594496.000,nan,2,0,111987801,env,160,1.000,15.319,14477312.000,nan,2,0,4851390,64.600,191.200,5915817984.000,5905616896.000,27.407,27.364,nan,nan,30,0
shasum,60,1.000,6.325,3778304.000,nan,2,0,5901214,nmap,20,1.000,79.288,3851066.514,nan,2,0,117879465,env,180,1.000,15.881,3796224.000,nan,2,0,4950860,61.667,187.167,5914308608.000,5909190656.000,27.407,27.383,nan,nan,30,0
shasum,60,1.000,6.846,11371349.333,nan,1,0,5697576,nmap,20,1.000,91.080,3600384.000,nan,1,0,108583410,env,180,1.000,18.982,4493482.667,nan,1,0,5117746,65.000,205.417,5949046784.000,5940017152.000,27.547,27.510,nan,nan,25,0
shasum,60,1.000,6.414,11543381.333,nan,2,0,6002615,nmap,20,1.000,87.112,3973632.000,nan,1,0,114325168,env,180,1.000,17.586,14578517.333,nan,2,0,5055193,64.000,199.467,5936635904.000,5921694208.000,27.497,27.434,nan,nan,30,0
shasum,60,1.000,5.940,3634261.333,nan,2,0,5956949,nmap,20,1.000,80.626,3867477.333,nan,2,0,116527668,env,200,1.000,17.596,14635008.000,nan,2,0,5142824,64.000,192.517,5928269824.000,5918279680.000,27.465,27.422,nan,nan,30,0
shasum,60,1.000,6.101,3512729.600,nan,1,0,5451838,nmap,20,1.000,82.112,4125988.571,nan,1,0,110775438,env,200,1.000,17.640,14684042.971,nan,1,0,4629386,65.733,210.517,5929689088.000,5912840704.000,27.472,27.402,nan,nan,25,0
shasum,60,1.000,6.293,11576149.333,nan,1,0,5591084,nmap,20,1.000,89.103,3531349.333,nan,1,0,111319546,env,200,1.000,18.736,14437034.667,nan,1,0,4833810,65.800,204.433,5903708160.000,5897175040.000,27.369,27.339,nan,nan,30,0
shasum,60,1.000,7.260,11518293.333,nan,2,0,7427663,nmap,40,1.000,155.401,3740842.667,nan,2,0,102761809,env,0,1.000,0.129,14554453.333,nan,1,0,0,65.600,234.850,5914982400.000,5904103424.000,27.412,27.367,nan,nan,30,0
shasum,60,1.000,6.859,11533994.667,nan,2,0,7124738,nmap,40,1.000,161.281,3737361.067,nan,2,0,100760746,env,0,1.000,0.080,14636714.667,nan,1,0,0,63.667,223.683,5898448896.000,5894432768.000,27.346,27.329,nan,nan,30,0
shasum,60,1.000,7.139,11499144.533,nan,1,0,6976328,nmap,40,1.000,175.209,3848738.133,nan,1,0,102410153,env,0,1.000,0.082,14652123.429,nan,1,0,0,63.867,244.633,5899309056.000,5891894272.000,27.351,27.319,nan,nan,25,0
shasum,60,1.000,7.063,11539456.000,nan,1,0,7087509,nmap,40,1.000,171.193,3464960.000,nan,2,0,103571111,env,20,1.000,2.430,13322922.667,nan,1,0,6702848,61.867,238.750,5895282688.000,5893002240.000,27.335,27.325,nan,nan,30,0
shasum,60,1.000,6.757,11382272.000,nan,2,0,7420258,nmap,40,1.000,161.639,4086869.333,nan,2,0,105847686,env,20,1.000,2.292,14497792.000,nan,2,0,6991666,64.333,233.450,5919088640.000,5902183936.000,27.434,27.364,nan,nan,30,0
shasum,60,1.000,7.224,3844864.000,nan,1,0,7212413,nmap,40,1.000,163.497,3875669.333,nan,1,0,106131371,env,20,1.000,2.520,14507212.800,nan,1,0,7569113,66.200,250.667,5901608960.000,5890434560.000,27.366,27.318,nan,nan,25,0
shasum,60,1.000,6.690,4016896.000,nan,1,0,7080750,nmap,40,1.000,172.477,3803136.000,nan,1,0,109812146,env,40,1.000,4.491,3676672.000,nan,2,0,7263922,65.867,244.283,5903785984.000,5894000640.000,27.374,27.333,nan,nan,30,0
shasum,60,1.000,6.268,3760213.333,nan,2,0,7076828,nmap,40,1.000,163.570,3953578.667,nan,2,0,108579668,env,40,1.000,4.195,14405461.333,nan,2,0,7300628,62.200,232.817,5894594560.000,5889847808.000,27.339,27.318,nan,nan,30,0
shasum,60,1.000,6.538,3344179.200,nan,1,0,6845320,nmap,40,1.000,156.654,3831242.362,nan,1,0,100329722,env,40,1.000,4.281,3655680.000,nan,1,0,6395221,64.600,255.217,5907648512.000,5897059328.000,27.393,27.347,nan,nan,25,0
shasum,60,1.000,6.653,11364352.000,nan,1,0,6617996,nmap,40,1.000,174.401,3992405.333,nan,1,0,106865968,env,60,1.000,6.584,14334464.000,nan,1,0,6450628,63.933,250.283,5902997504.000,5893636608.000,27.376,27.335,nan,nan,30,0
shasum,60,1.000,6.292,4057600.000,nan,2,0,7061956,nmap,40,1.000,166.510,3656192.000,nan,2,0,107510045,env,60,1.000,6.389,14342997.333,nan,2,0,6636816,63.667,241.300,5908197376.000,5899432960.000,27.396,27.359,nan,nan,30,0
shasum,60,1.000,6.127,11469409.524,nan,2,0,7168556,nmap,40,1.000,158.631,4053467.429,nan,2,0,109087262,env,60,1.000,5.764,14417578.667,nan,2,0,6615465,66.000,230.350,5910061056.000,5906400768.000,27.404,27.374,nan,nan,30,0
shasum,60,1.000,6.324,11516245.333,nan,1,0,6916688,nmap,40,1.000,176.783,3829248.000,nan,1,0,108894481,env,80,1.000,8.249,14397610.667,nan,1,0,6399360,63.867,252.617,5930676224.000,5929103872.000,27.456,27.446,nan,nan,25,0
shasum,60,1.000,6.091,11508394.667,nan,1,0,6753729,nmap,40,1.000,167.502,3881301.333,nan,1,0,108856927,env,80,1.000,8.037,14231722.667,nan,1,0,6477441,64.333,246.150,5972539392.000,5964076032.000,27.623,27.586,nan,nan,30,0
shasum,60,1.000,5.786,11453781.333,nan,1,0,7711648,nmap,40,1.000,164.966,3698432.000,nan,2,0,118226515,env,80,1.000,7.771,14405120.000,nan,2,0,7171214,62.467,241.267,5970581504.000,5960337920.000,27.616,27.572,nan,nan,30,0
shasum,60,1.000,5.628,3556864.000,nan,2,0,7254376,nmap,40,1.000,163.253,3413248.000,nan,2,0,118889610,env,100,1.000,8.971,14402730.667,nan,2,0,7105340,64.733,239.067,5971253248.000,5965030912.000,27.613,27.587,nan,nan,30,0
shasum,60,1.000,5.676,11401206.248,nan,1,0,7433654,nmap,40,1.000,178.078,3479125.333,nan,1,0,114174008,env,100,1.000,10.270,3730688.000,nan,1,0,6737208,69.133,267.550,5974994944.000,5964243456.000,27.631,27.586,nan,nan,25,0
shasum,60,1.000,6.358,11369472.000,nan,1,0,6977818,nmap,40,1.000,174.718,3759616.000,nan,1,0,114130006,env,100,1.000,9.839,14404608.000,nan,1,0,6516973,66.933,259.767,5971374080.000,5962284032.000,27.619,27.581,nan,nan,30,0
shasum,60,1.000,5.839,11331413.333,nan,1,0,6993959,nmap,40,1.000,170.711,3980288.000,nan,1,0,119346650,env,120,1.000,10.931,14387029.333,nan,1,0,6645998,65.467,253.783,5977581568.000,5968779776.000,27.645,27.607,nan,nan,30,0
shasum,60,1.000,5.531,11327488.000,nan,2,0,6964068,nmap,40,1.000,158.292,4080749.714,nan,2,0,120182875,env,120,1.000,10.569,14428501.333,nan,2,0,6516944,66.133,244.933,5982003200.000,5974850560.000,27.665,27.633,nan,nan,30,0
shasum,60,1.000,5.390,11449173.333,nan,2,0,7020772,nmap,40,1.000,150.220,3302926.629,nan,2,0,118730918,env,120,1.000,10.669,3618962.286,nan,2,0,6504612,68.600,305.683,5975556096.000,5978914304.000,27.641,27.653,nan,nan,30,0
shasum,60,1.000,5.779,11324440.381,nan,1,0,6799024,nmap,40,1.000,176.475,7616426.667,nan,1,0,114098400,env,140,1.000,13.177,14703274.667,nan,1,0,6270634,68.067,267.983,6005829632.000,5998491648.000,27.770,27.737,nan,nan,25,0
shasum,60,1.000,5.770,3701162.667,nan,1,0,6725423,nmap,40,1.000,172.300,3597397.333,nan,1,0,125047644,env,140,1.000,12.683,14526805.333,nan,1,0,6378468,67.333,260.233,5980786688.000,5973850624.000,27.662,27.632,nan,nan,30,0
shasum,60,1.000,5.549,11435690.667,nan,1,0,6788940,nmap,40,1.000,161.148,4059392.000,nan,2,0,118756803,env,140,1.000,11.916,3972710.400,nan,2,0,6338009,64.133,249.317,6002798592.000,5990971904.000,27.751,27.700,nan,nan,30,0
shasum,60,1.000,5.431,11403434.667,nan,2,0,7061658,nmap,40,1.000,156.503,4124672.000,nan,2,0,127197343,env,160,1.000,12.849,3743744.000,nan,2,0,6622535,59.867,242.217,6069829632.000,6070404096.000,28.008,28.011,nan,nan,60,0
shasum,60,1.000,5.518,3573930.667,nan,1,0,7104485,nmap,40,1.000,151.613,3710549.333,nan,1,0,131158689,env,160,1.000,13.999,14518857.143,nan,1,0,6635974,68.067,281.667,6104375296.000,6093413376.000,28.155,28.109,nan,nan,25,0
shasum,60,1.000,5.977,4062412.800,nan,1,0,7183512,nmap,40,1.000,173.340,3780471.467,nan,1,0,122498366,env,160,1.000,14.302,14482773.333,nan,1,0,6964876,65.400,267.400,6117941248.000,6009932800.000,28.210,27.779,nan,nan,30,0
shasum,60,1.000,5.515,11365888.000,nan,1,0,6996504,nmap,40,1.000,168.465,3902464.000,nan,1,0,142477462,env,180,1.000,15.126,14527317.333,nan,1,0,6990070,65.467,262.533,5884889088.000,5878886912.000,27.288,27.261,nan,nan,30,0
shasum,60,1.000,5.323,11502762.667,nan,1,0,7283311,nmap,40,1.000,161.488,3859626.667,nan,2,0,138096554,env,180,1.000,14.450,4077397.333,nan,2,0,6935535,65.600,258.883,5889413120.000,5884157440.000,27.306,27.282,nan,nan,30,0
shasum,60,1.000,5.114,3978654.476,nan,2,0,7361436,nmap,40,1.000,156.147,3955712.000,nan,2,0,137412295,env,180,1.000,13.892,14450858.667,nan,2,0,6879929,65.667,249.933,5893066752.000,5882699264.000,27.321,27.276,nan,nan,30,0
shasum,60,1.000,5.288,3695923.200,nan,1,0,6788512,nmap,40,1.000,157.167,3669674.667,nan,1,0,122690807,env,200,1.000,17.174,3603421.867,nan,1,0,6372544,65.467,277.267,5894236160.000,5881902080.000,27.325,27.273,nan,nan,25,0
shasum,60,1.000,5.727,11478357.333,nan,1,0,6922195,nmap,40,1.000,174.964,3812437.333,nan,1,0,131711025,env,200,1.000,16.748,3800832.000,nan,1,0,6561824,65.400,274.183,5887840256.000,5880749568.000,27.303,27.271,nan,nan,30,0
shasum,60,1.000,5.730,3928832.000,nan,1,0,7315416,nmap,40,1.000,172.303,3561472.000,nan,1,0,148128172,env,200,1.000,16.766,3606869.333,nan,1,0,7128626,69.600,273.550,5881446400.000,5870225920.000,27.277,27.229,nan,nan,30,0
shasum,60,1.000,5.240,11458901.333,nan,2,0,9964958,nmap,60,1.000,234.233,3562496.000,nan,2,0,576566925,env,0,1.000,0.123,3886250.667,nan,1,0,0,67.600,293.433,5900388352.000,5937379328.000,27.353,27.499,nan,nan,30,0
shasum,60,1.000,5.078,11318203.733,nan,1,0,9323110,nmap,60,1.000,242.066,3806003.200,nan,1,0,330970221,env,0,1.000,0.078,14610432.000,nan,1,0,0,64.667,319.133,5909962752.000,5937389056.000,27.388,27.496,nan,nan,25,0
shasum,60,1.000,5.649,11251882.667,nan,1,0,9159732,nmap,60,1.000,254.575,3831637.333,nan,1,0,177655065,env,0,1.000,0.077,13828096.000,nan,1,0,0,64.067,306.083,5903501312.000,5912567808.000,27.365,27.399,nan,nan,30,0
shasum,60,1.000,5.384,11347456.000,nan,1,0,9589073,nmap,60,1.000,248.145,3944960.000,nan,1,0,785352447,env,20,1.000,1.804,14031360.000,nan,2,0,10279286,64.267,303.167,5887823872.000,5954958336.000,27.301,27.567,nan,nan,30,0
shasum,60,1.000,4.720,11520463.238,nan,2,0,10334551,nmap,60,1.000,231.578,3832729.600,nan,2,0,1214617752,env,20,1.000,1.759,3775224.686,nan,2,0,9915302,66.600,287.083,5922355200.000,6016078336.000,27.444,27.814,nan,nan,30,0
shasum,60,1.000,5.473,11372714.667,nan,2,0,10666583,nmap,60,1.000,254.477,6228992.000,nan,2,0,1551955539,env,20,1.000,1.879,14384469.333,nan,2,0,9205623,70.000,312.050,5954011136.000,6117269504.000,27.580,28.228,nan,nan,25,0
shasum,60,1.000,5.018,11302044.038,nan,1,0,10117742,nmap,60,1.000,256.918,3532714.667,nan,1,0,2311792938,env,40,1.000,2.994,14356801.829,nan,1,0,9843680,63.867,325.183,5951358976.000,6194929152.000,27.568,28.535,nan,nan,25,0
shasum,60,1.000,4.894,11323050.667,nan,2,0,10490412,nmap,60,1.000,235.247,3668480.000,nan,2,0,2022825491,env,40,1.000,3.357,14487722.667,nan,2,0,9564742,68.400,298.250,5967601664.000,6118003712.000,27.633,28.228,nan,nan,30,0
shasum,60,1.000,5.556,11284992.000,nan,2,0,10113086,nmap,60,1.000,250.242,3609002.667,nan,2,0,2122614087,env,40,1.000,3.579,14366208.000,nan,2,0,10047528,67.133,313.683,5982556160.000,6168619520.000,27.700,28.437,nan,nan,25,0
shasum,60,1.000,5.028,11451684.571,nan,1,0,9836632,nmap,60,1.000,225.843,5898752.000,nan,2,0,3094190835,env,60,1.000,5.072,14483870.476,nan,1,0,10188497,68.133,324.567,5995890688.000,6276843008.000,27.754,28.875,nan,nan,25,0
shasum,60,1.000,4.916,11451879.619,nan,2,0,10359852,nmap,60,1.000,219.786,4094683.429,nan,2,0,3151793423,env,60,1.000,4.616,3799927.467,nan,2,0,9747480,67.867,289.283,5992660992.000,6183645696.000,27.744,28.502,nan,nan,30,0
shasum,60,1.000,4.841,11397193.143,nan,2,0,10652579,nmap,60,1.000,247.660,3762005.333,nan,2,0,3096333429,env,60,1.000,4.893,14390954.667,nan,2,0,9876406,68.733,291.683,6026260480.000,6277303808.000,27.875,28.873,nan,nan,25,0
shasum,60,1.000,4.979,11624277.333,nan,2,0,8919338,nmap,60,1.000,239.982,3978410.667,nan,2,0,3955613762,env,80,1.000,6.433,14439253.333,nan,2,0,9220127,70.000,297.283,6036692992.000,6332936704.000,27.922,29.100,nan,nan,25,0
shasum,60,1.000,5.800,11406696.838,nan,2,0,9864052,nmap,60,1.000,288.024,3796992.000,nan,2,0,4360652747,env,80,1.000,7.249,14586675.200,nan,2,0,9141085,68.267,385.227,6062157824.000,6488510873.600,28.019,29.721,nan,nan,20,0
shasum,60,1.000,5.456,11521706.667,nan,2,0,10017785,nmap,60,1.000,252.374,3660686.222,nan,2,0,3321339135,env,80,1.000,6.970,14450005.333,nan,2,0,9717310,61.667,318.167,5967894528.000,6237338112.000,27.629,28.702,nan,nan,50,0
shasum,60,1.000,5.182,11550305.524,nan,2,0,9037394,nmap,60,1.000,252.587,395909919.695,nan,2,0,4242736090,env,100,1.000,8.001,3610112.000,nan,2,0,9485861,66.067,324.283,6003652608.000,6362556416.000,27.783,29.211,nan,nan,25,0
shasum,60,1.000,5.340,11279530.667,nan,2,0,9542058,nmap,60,1.000,262.954,5732181.333,nan,2,0,3874408967,env,100,1.000,7.831,14343270.400,nan,2,0,9431467,64.867,323.317,6052823040.000,6384635904.000,27.954,29.277,nan,nan,25,0
